Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
1988,3,28,1,932,930,1033,1033,AA,175,NA,61,63,NA,0,2,DFW,SAT,247,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,4,16,1,1653,1631,2031,1952,UA,242,NA,158,141,NA,39,22,PDX,DEN,992,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,9,27,4,2030,2030,2150,2142,AA,406,NA,80,72,NA,8,0,SNA,SJC,342,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1997,11,9,7,1230,1230,1318,1330,WN,1045,N639,48,60,39,-12,0,LAX,LAS,236,2,7,0,NA,0,NA,NA,NA,NA,NA
1997,11,8,6,747,745,1020,1024,TW,410,N409EA,93,99,69,-4,2,STL,ATL,483,4,20,0,NA,0,NA,NA,NA,NA,NA
2007,12,25,2,1307,1315,1357,1410,OO,3680,N216SW,50,55,34,-13,-8,PIH,SLC,150,7,9,0,,0,0,0,0,0,0
1991,7,4,4,1813,1815,1918,1935,US,1149,NA,65,80,NA,-17,-2,LGA,PIT,335,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,1,23,7,952,953,1131,1138,AA,1794,N552AA,99,105,89,-7,-1,MSY,STL,604,2,8,0,,0,0,0,0,0,0
1998,6,12,5,803,755,925,901,HP,2632,N183AW,82,66,58,24,8,PHX,ONT,325,6,18,0,NA,0,NA,NA,NA,NA,NA
2006,12,23,6,1549,1552,1805,1829,FL,367,N295AT,136,157,119,-24,-3,LGA,ATL,761,8,9,0,,0,0,0,0,0,0
1997,1,2,4,623,605,743,705,DL,1616,N925DL,80,60,48,38,18,BTR,BHM,332,2,30,0,NA,0,NA,NA,NA,NA,NA
2000,2,26,6,1510,1510,1646,1652,DL,1022,N373DL,96,102,67,-6,0,CVG,SYR,527,10,19,0,NA,0,NA,NA,NA,NA,NA
2005,10,20,4,743,743,928,936,EV,4115,N846AS,105,113,87,-8,0,ORF,ATL,516,10,8,0,,0,0,0,0,0,0
1992,9,21,1,1531,1535,1657,1713,TW,185,NA,86,98,NA,-16,-4,JFK,PIT,340,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2004,8,8,7,1908,1905,2052,2036,DL,755,N316DL,104,91,75,16,3,CVG,ATL,373,12,17,0,,0,0,0,16,0,0
1995,8,11,5,1540,0,1741,0,AA,607,N546AA,181,197,146,-16,0,DCA,DFW,1192,22,13,0,NA,0,NA,NA,NA,NA,NA
2005,10,7,5,1153,1150,1454,1445,XE,2310,N14180,121,115,95,9,3,MSP,CLE,622,6,20,0,,0,0,0,0,0,0
1994,10,4,2,1048,1015,1349,1248,UA,548,NA,121,93,NA,61,33,DEN,MCI,533,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1999,1,11,1,2115,2115,2154,2200,WN,359,N388,39,45,31,-6,0,HOU,SAT,192,3,5,0,NA,0,NA,NA,NA,NA,NA
1989,7,14,5,722,722,953,950,DL,976,NA,91,88,NA,3,0,LIT,CVG,513,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1999,5,18,2,1030,1010,1323,1259,DL,721,N679DA,113,109,82,24,20,ORD,ATL,606,10,21,0,NA,0,NA,NA,NA,NA,NA
1998,6,2,2,1553,1556,1926,1929,AA,1314,N423AA,153,153,131,-3,-3,SLC,DFW,988,13,9,0,NA,0,NA,NA,NA,NA,NA
1993,12,27,1,700,700,1012,1014,AA,695,NA,132,134,NA,-2,0,IAH,MIA,964,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,9,20,2,641,640,731,724,PI,497,NA,50,44,NA,7,1,FAY,CLT,118,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1996,12,20,5,1657,1649,1758,1752,TW,319,N980Z,61,63,41,6,8,STL,CID,228,5,15,0,NA,0,NA,NA,NA,NA,NA
2004,11,15,1,1905,1910,2019,2040,XE,2459,N13969,74,90,61,-21,-5,IAH,MOB,427,3,10,0,,0,0,0,0,0,0
1993,11,22,1,704,700,750,741,US,320,NA,46,41,NA,9,4,CLE,PIT,105,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1997,11,30,7,923,923,1018,1015,UA,288,N9009U,55,52,37,3,0,CID,ORD,196,9,9,0,NA,0,NA,NA,NA,NA,NA
2003,12,30,2,1235,1227,1526,1442,NW,259,N357NW,291,255,252,44,8,DTW,PHX,1671,3,36,0,,0,8,0,36,0,0
1999,4,11,7,2202,1945,2327,2121,US,1497,N931VJ,85,96,56,126,137,LGA,PIT,335,4,25,0,NA,0,NA,NA,NA,NA,NA
1999,8,30,1,1200,1200,1233,1240,WN,139,N685,93,100,79,-7,0,TPA,MSY,487,5,9,0,NA,0,NA,NA,NA,NA,NA
2001,11,8,4,746,740,1051,1042,TW,500,N923ã,125,122,99,9,6,STL,BWI,737,4,22,0,NA,0,NA,NA,NA,NA,NA
1993,10,2,6,744,745,849,901,AA,1357,NA,125,136,NA,-12,-1,MIA,BNA,806,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1994,3,15,2,1645,1645,1910,1908,US,1718,NA,145,143,NA,2,0,FLL,DCA,899,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2002,7,2,2,1433,1415,1557,1555,UA,1215,N533UA,204,220,181,2,18,BWI,DEN,1491,7,16,0,NA,0,NA,NA,NA,NA,NA
1988,1,11,1,2128,2130,2210,2227,CO,930,NA,42,57,NA,-17,-2,BWI,ORF,159,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1993,3,8,1,1215,1215,1342,1344,DL,1660,NA,87,89,NA,-2,0,PHX,SLC,507,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2006,8,13,7,714,715,943,1005,B6,141,N562JB,149,170,129,-22,-1,JFK,PBI,1028,4,16,0,,0,0,0,0,0,0
2003,4,28,1,823,805,928,917,OO,3624,N586SW,65,72,154,11,18,SGU,SLC,269,3,7,0,NA,0,NA,NA,NA,NA,NA
1990,11,19,1,1215,1215,1245,1255,NW,1587,NA,90,100,NA,-10,0,DTW,BNA,457,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,12,9,7,1430,1430,1545,1552,DL,372,NA,75,82,NA,-7,0,CVG,DCA,411,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2001,7,20,5,1014,1014,1217,1226,AA,1395,N564A1,243,252,225,-9,0,ORD,SAN,1723,6,12,0,NA,0,NA,NA,NA,NA,NA
2001,7,30,1,1359,1400,1504,1504,US,2005,N889,65,64,45,0,-1,PIT,SYR,279,4,16,0,NA,0,NA,NA,NA,NA,NA
1994,7,17,7,1131,1135,1305,1320,NW,799,NA,154,165,NA,-15,-4,LGA,MEM,963,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1995,5,11,4,733,730,1113,1115,NW,928,N523US,160,165,139,-2,3,MSP,BOS,1124,7,14,0,NA,0,NA,NA,NA,NA,NA
1992,9,17,4,1509,1450,1630,1622,US,1181,NA,141,152,NA,8,19,CLT,IAH,913,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1995,8,1,2,1902,1855,2014,2005,US,386,N273AU,72,70,58,9,7,IAD,BDL,326,3,11,0,NA,0,NA,NA,NA,NA,NA
2006,2,24,5,1029,1025,1356,1408,CO,788,N32404,147,163,129,-12,4,IAH,DTW,1076,9,9,0,,0,0,0,0,0,0
1994,11,23,3,1233,1210,1449,1438,US,693,NA,76,88,NA,11,23,MOB,CLT,526,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,6,13,1,933,930,1055,1057,US,614,N352US,82,87,64,-2,3,BOS,PHL,280,3,15,0,,0,0,0,0,0,0
1999,10,9,6,710,710,735,740,WN,790,N724,85,90,72,-5,0,RDU,BNA,443,5,8,0,NA,0,NA,NA,NA,NA,NA
2001,11,2,5,1744,1745,1905,1914,MQ,3234,#NAME?,81,89,65,-9,-1,MRY,LAX,267,7,9,0,NA,0,NA,NA,NA,NA,NA
1996,7,11,4,1035,1035,1140,1140,WN,870,N505,65,65,57,0,0,SMF,BUR,358,1,7,0,NA,0,NA,NA,NA,NA,NA
2005,2,5,6,1330,1335,1546,1546,UA,1264,N351UA,76,71,47,0,-5,ORD,CMH,296,4,25,0,,0,0,0,0,0,0
2004,11,7,7,1411,1420,1748,1810,XE,2178,N34110,157,170,135,-22,-9,OMA,EWR,1133,10,12,0,,0,0,0,0,0,0
2007,11,12,1,1902,1905,1956,1956,HA,392,N478HA,54,51,36,0,-3,HNL,ITO,216,6,12,0,,0,0,0,0,0,0
1992,2,26,3,1339,1340,1607,1556,US,486,NA,88,76,NA,11,-1,MKE,PIT,431,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,2,14,1,1534,1506,1610,1549,MQ,3871,N683AE,36,43,17,21,28,MKE,ORD,67,6,13,0,,0,0,0,0,0,21
1993,2,25,4,908,910,1143,1141,DL,1719,NA,215,211,NA,2,-2,SEA,ANC,1449,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2003,1,21,2,1612,1610,1736,1725,MQ,4549,N729MQ,84,75,67,11,2,BWI,BOS,370,11,6,0,NA,0,NA,NA,NA,NA,NA
1989,1,11,3,NA,1803,NA,1933,TW,318,NA,NA,90,NA,NA,NA,OKC,STL,462,NA,NA,1,NA,0,NA,NA,NA,NA,NA
2005,4,19,2,1155,1155,1258,1300,WN,361,N307SW,63,65,57,-2,0,LAX,SJC,308,1,5,0,,0,0,0,0,0,0
2001,1,7,7,1605,1545,1800,1750,WN,1458,N82@@@,55,65,46,10,20,MDW,CLE,307,2,7,0,NA,0,NA,NA,NA,NA,NA
2005,8,16,2,1616,1357,1831,1612,AA,2272,N509AA,135,135,116,139,139,DFW,MDW,797,2,17,0,,0,0,17,0,0,122
2006,10,11,3,1546,1544,1843,1747,NW,1061,N314NB,237,183,186,56,2,DTW,SAT,1215,2,49,0,,0,0,0,56,0,0
1998,9,24,4,828,830,959,1003,US,1181,N270AU,91,93,79,-4,-2,DTW,CLT,500,4,8,0,NA,0,NA,NA,NA,NA,NA
2007,11,5,1,926,905,1131,1110,WN,86,N222WN,125,125,108,21,21,PDX,LAS,762,7,10,0,,0,21,0,0,0,0
2006,1,16,1,1219,1228,1445,1438,MQ,3372,N816AE,146,130,133,7,-9,CID,DFW,685,8,5,0,,0,0,0,0,0,0
2000,1,3,1,1254,1255,1639,1646,DL,678,N913DN,165,171,134,-7,-1,DFW,DCA,1192,5,26,0,NA,0,NA,NA,NA,NA,NA
1999,12,24,5,2045,2045,2202,2239,HP,576,N652AW,257,294,243,-37,0,TPA,LAS,1984,4,10,0,NA,0,NA,NA,NA,NA,NA
1992,5,13,3,932,930,1030,1029,DL,1746,NA,58,59,NA,1,2,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1997,4,16,3,1854,1825,2037,2020,DL,301,N957DL,103,115,90,17,29,BWI,ATL,576,3,10,0,NA,0,NA,NA,NA,NA,NA
1996,8,5,1,1840,1830,2003,2000,AA,409,N489AA,203,210,184,3,10,ORD,PHX,1440,5,14,0,NA,0,NA,NA,NA,NA,NA
2005,12,1,4,751,755,1043,1043,UA,305,N831UA,352,348,333,0,-4,BWI,LAX,2329,5,14,0,,0,0,0,0,0,0
1993,11,7,7,1336,1338,1427,1425,DL,1734,NA,51,47,NA,2,-2,ATL,GSP,153,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,9,1,5,2224,2225,2301,2305,US,2831,NA,37,40,NA,-4,-1,SEA,BLI,94,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,2,20,1,1459,1500,1606,1612,UA,1099,NA,67,72,NA,-6,-1,LGA,IAD,229,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1994,1,6,4,1056,940,1258,1129,NW,1473,NA,182,169,NA,89,76,DTW,MSY,926,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,7,5,2,2114,2014,2238,2136,AA,1567,N5TBAA,204,202,189,62,60,DFW,SMF,1431,3,12,0,,0,0,15,2,0,45
2000,3,18,6,1419,1405,1517,1510,WN,1119,N86,58,65,50,7,14,MDW,STL,251,2,6,0,NA,0,NA,NA,NA,NA,NA
1998,10,22,4,759,801,1041,1029,CO,1104,N16883,162,148,123,12,-2,IAH,ORD,925,3,36,0,NA,0,NA,NA,NA,NA,NA
1993,10,18,1,127,125,739,741,DL,306,NA,252,256,NA,-2,2,ANC,SLC,2125,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2000,7,4,2,1022,1020,1036,1034,UA,1629,N985UA,74,74,44,2,2,CVG,ORD,264,17,13,0,NA,0,NA,NA,NA,NA,NA
1989,7,2,7,1654,1645,1828,1803,DL,557,NA,94,78,NA,25,9,JAN,DFW,408,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1999,10,6,3,1022,1025,1037,1045,TW,551,N54344,75,80,60,-8,-3,DAY,STL,338,4,11,0,NA,0,NA,NA,NA,NA,NA
1990,12,25,2,810,810,1046,1101,DL,490,NA,96,111,NA,-15,0,IAH,ATL,689,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1992,5,19,2,713,715,832,824,DL,1810,NA,79,69,NA,8,-2,HLN,SLC,402,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,7,25,3,1000,945,1146,1105,OO,3728,N216SW,106,80,65,41,15,SLC,COD,298,3,38,0,,0,41,0,0,0,0
2007,1,21,7,1913,1750,2139,1955,WN,962,N376,86,65,43,104,83,MDW,DTW,229,8,35,0,,0,11,0,21,0,72
2007,10,19,5,614,615,704,700,MQ,4242,N932AE,50,45,25,4,-1,MSN,ORD,109,10,15,0,,0,0,0,0,0,0
2007,4,12,4,2108,2110,2152,2207,OO,6942,N905SW,44,57,31,-15,-2,ORD,GRB,174,4,9,0,,0,0,0,0,0,0
1999,11,23,2,2015,2015,2022,2015,WN,1380,N716,67,60,44,7,0,PHX,LAS,256,4,19,0,NA,0,NA,NA,NA,NA,NA
2007,6,29,5,1913,1914,2034,2048,OO,6579,N748SK,81,94,59,-14,-1,ORD,BNA,409,6,16,0,,0,0,0,0,0,0
1990,3,18,7,1902,1850,2223,2210,WN,752,NA,141,140,NA,13,12,PHX,MCI,1044,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2004,4,11,7,1330,1335,1434,1435,MQ,3412,N370MQ,64,60,45,-1,-5,ILE,DFW,130,10,9,0,,0,0,0,0,0,0
2002,12,8,7,1856,1845,2142,2132,AA,1827,N2BKAA,166,167,134,10,11,ORD,IAH,925,6,26,0,NA,0,NA,NA,NA,NA,NA
1991,3,11,1,1615,1615,1909,1849,CO,677,NA,174,154,NA,20,0,SRQ,CLE,967,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2004,11,9,2,1730,1730,1848,1850,WN,144,N792,78,80,60,-2,0,SAN,SJC,417,3,15,0,,0,0,0,0,0,0
1997,9,4,4,1249,1250,2105,2101,NW,808,N341NW,316,311,289,4,-1,SEA,BOS,2496,10,17,0,NA,0,NA,NA,NA,NA,NA
1994,4,4,1,1913,1914,2027,2025,DL,1127,NA,194,191,NA,2,-1,DFW,ONT,1189,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,5,9,3,2052,2100,2208,2220,MQ,4865,N711PH,76,80,55,-12,-8,LGA,BGR,378,3,18,0,,0,0,0,0,0,0
1995,4,14,5,2020,2020,2131,2125,HP,1285,N909AW,71,65,46,6,0,SAN,PHX,304,4,21,0,NA,0,NA,NA,NA,NA,NA
1989,4,2,7,1805,1759,1916,1911,UA,1277,NA,71,72,NA,5,6,LGA,IAD,229,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2006,12,15,5,906,910,1320,1330,AA,710,N3DKAA,194,200,168,-10,-4,DFW,LGA,1389,5,21,0,,0,0,0,0,0,0
2002,1,15,2,1012,1018,1153,1202,MQ,4992,#NAME?,101,104,85,-9,-6,JAX,MIA,334,4,12,0,NA,0,NA,NA,NA,NA,NA
2003,3,1,6,900,900,1000,1000,WN,220,N92,60,60,51,0,0,DAL,SAT,248,2,7,0,NA,0,NA,NA,NA,NA,NA
1988,5,22,7,1137,1135,1325,1336,AA,167,NA,228,241,NA,-11,2,ORD,LAX,1745,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1996,11,7,4,2118,2105,2224,2215,WN,1232,N523,66,70,56,9,13,SJC,LAS,386,2,8,0,NA,0,NA,NA,NA,NA,NA
1993,1,12,2,621,620,908,838,NW,721,NA,227,198,NA,30,1,BOS,MSP,1124,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,2,3,3,651,650,733,749,US,135,NA,42,59,NA,-16,1,DTW,PIT,201,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2002,7,15,1,824,830,1707,1712,AA,202,N325AA,343,342,310,-5,-6,SJC,JFK,2569,19,14,0,NA,0,NA,NA,NA,NA,NA
1997,11,29,6,650,630,905,840,CO,187,N70330,135,130,114,25,20,OMA,IAH,781,8,13,0,NA,0,NA,NA,NA,NA,NA
2007,12,7,5,1529,1536,1748,1715,UA,899,N312UA,259,219,232,33,-7,PIT,DEN,1290,9,18,0,,0,0,0,33,0,0
1997,5,1,4,1034,1030,1318,1302,NW,1556,N602NW,104,92,80,16,4,BNA,DTW,457,14,10,0,NA,0,NA,NA,NA,NA,NA
2003,5,16,5,1014,1014,1348,1317,FL,102,N983AT,154,123,99,31,0,DFW,ATL,732,10,45,0,NA,0,NA,NA,NA,NA,NA
2007,2,5,1,1915,1900,2022,2005,WN,2171,N220WN,67,65,53,17,15,BWI,RDU,255,3,11,0,,0,0,0,7,0,10
2007,2,23,5,1545,1520,1659,1637,OO,3731,N565SW,74,77,59,22,25,SLC,SGU,269,5,10,0,,0,0,0,0,0,22
1995,10,4,3,1914,1915,2204,2152,UA,626,N7465U,110,97,88,12,-1,ORD,DCA,612,4,18,0,NA,0,NA,NA,NA,NA,NA
2004,12,20,1,2253,2255,2333,2334,MQ,3037,N305AE,40,39,22,-1,-2,LAX,SBA,89,3,15,0,,0,0,0,0,0,0
1994,12,19,1,805,805,918,910,AS,143,NA,73,65,NA,8,0,FAI,SCC,373,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1992,12,4,5,2051,2035,2301,2204,US,497,NA,250,209,NA,57,16,PIT,DEN,1290,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2006,12,13,3,1559,1600,1604,1610,WN,749,N259,65,70,49,-6,-1,DTW,MDW,229,5,11,0,,0,0,0,0,0,0
2000,4,12,3,2010,2010,2124,2125,WN,455,N95,74,75,57,-1,0,MDW,BNA,395,4,13,0,NA,0,NA,NA,NA,NA,NA
2004,3,12,5,1030,1015,1504,1509,UA,510,N952UA,154,174,139,-5,15,DEN,ATL,1199,5,10,0,,0,0,0,0,0,0
2004,1,23,5,NA,1753,NA,2040,AA,1730,0,NA,107,NA,NA,NA,ORD,DCA,612,0,0,1,C,0,0,0,0,0,0
2007,7,18,3,1404,1335,1543,1505,MQ,3169,N804AE,99,90,75,38,29,SFO,SNA,372,7,17,0,,0,0,0,10,0,28
2003,4,22,2,1756,1700,2136,2018,UA,540,N574UA,160,138,104,78,56,ORD,BOS,867,7,49,0,NA,0,NA,NA,NA,NA,NA
2006,12,14,4,1343,1140,1511,1259,US,1146,N456UW,88,79,55,132,123,RDU,PHL,336,2,31,0,,0,0,0,25,0,107
2002,9,16,1,1848,1830,2145,2130,WN,1222,N744,117,120,97,15,18,MDW,BDL,777,4,16,0,NA,0,NA,NA,NA,NA,NA
1994,4,26,2,750,750,1051,1044,DL,199,NA,181,174,NA,7,0,SJU,MCO,1189,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1992,2,10,1,2030,2020,2212,2208,US,1725,NA,102,108,NA,4,10,PIT,ATL,526,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,1,23,7,NA,850,NA,1215,NW,800,N620NW,NA,145,NA,NA,NA,MEM,EWR,946,0,0,1,B,0,0,0,0,0,0
2005,1,17,1,820,820,919,922,OO,3686,N236SW,59,62,46,-3,0,SLC,TWF,175,3,10,0,,0,0,0,0,0,0
1991,12,2,1,819,815,1046,1046,DL,1010,NA,147,151,NA,0,4,MCO,BDL,1050,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1996,11,6,3,1458,1405,1705,1622,NW,795,N919RW,67,77,55,43,53,MEM,IND,381,7,5,0,NA,0,NA,NA,NA,NA,NA
2005,8,30,2,2009,2012,2023,2015,OO,6882,N964SW,74,63,29,8,-3,AZO,ORD,122,26,19,0,,0,0,0,0,0,0
1989,11,5,7,2215,2215,2342,2322,NW,715,NA,207,187,NA,20,0,MSP,LAS,1300,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1988,6,12,7,1550,1550,1727,1729,NW,633,NA,97,99,NA,-2,0,MEM,HOU,484,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1989,1,6,5,1200,1200,1459,1435,DL,800,NA,179,155,NA,24,0,FLL,EWR,1065,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,5,5,4,1843,1813,2018,1951,AS,385,N706AS,95,98,74,27,30,OAK,PDX,543,13,8,0,,0,0,0,0,0,27
1999,6,27,7,1142,1144,1425,1411,AA,2013,N624AA,283,267,249,14,-2,ORD,SFO,1846,4,30,0,NA,0,NA,NA,NA,NA,NA
2006,6,20,2,2106,2018,2215,2136,FL,309,N278AT,189,198,155,39,48,ATL,DEN,1199,8,26,0,,0,39,0,0,0,0
1990,12,21,5,2149,2025,2310,2140,DL,639,NA,81,75,NA,90,84,DEN,SLC,391,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1991,7,16,2,1709,1710,2023,2024,US,1037,NA,134,134,NA,-1,-1,DFW,DAY,861,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1993,3,15,1,745,630,844,727,US,807,NA,59,57,NA,77,75,MIA,TPA,204,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,3,17,4,2301,2255,331,335,HP,391,N309AW,150,160,119,-4,6,LAS,DFW,1055,5,26,0,,0,0,0,0,0,0
1993,12,7,2,1209,1200,1455,1414,US,23,NA,346,314,NA,41,9,PIT,LAX,2136,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2005,7,2,6,953,1000,1026,1030,OO,6721,N925SW,93,90,63,-4,-7,ICT,DEN,419,21,9,0,,0,0,0,0,0,0
1992,10,11,7,1808,1805,1932,1931,DL,164,NA,84,86,NA,1,3,MCO,ATL,403,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1996,6,14,5,2030,2045,2105,2113,NW,1504,N290US,35,28,15,-8,-15,AZO,LAN,62,5,15,0,NA,0,NA,NA,NA,NA,NA
1999,6,12,6,1036,1035,1043,1043,DL,663,N992DL,67,68,48,0,1,ATL,MOB,302,4,15,0,NA,0,NA,NA,NA,NA,NA
1991,11,3,7,839,840,1031,1023,US,773,NA,112,103,NA,8,-1,CLT,TPA,508,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2007,8,29,3,2008,2010,2313,2325,F9,372,N906FR,125,135,109,-12,-2,DEN,MKE,895,5,11,0,,0,0,0,0,0,0
1994,3,16,3,1304,1305,1519,1524,US,400,NA,135,139,NA,-5,-1,RSW,BWI,919,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1996,8,30,5,1934,1935,2049,2055,UA,2788,N945UA,75,80,59,-6,-1,LAX,SMF,373,3,13,0,NA,0,NA,NA,NA,NA,NA
1996,5,21,2,1358,1400,1544,1532,NW,241,N283US,106,92,77,12,-2,DTW,BWI,408,6,23,0,NA,0,NA,NA,NA,NA,NA
1995,9,10,7,2012,2015,2118,2123,NW,1125,N9335,66,68,44,-5,-3,BUF,DTW,240,14,8,0,NA,0,NA,NA,NA,NA,NA
2002,6,7,5,1459,1458,1605,1615,MQ,3827,N633MQ,66,77,51,-10,1,DFW,CRP,354,4,11,0,NA,0,NA,NA,NA,NA,NA
2004,6,3,4,2040,2040,2123,2117,OO,3922,N589SW,103,97,182,6,0,SLC,GEG,546,5,15,0,,0,0,0,0,0,0
2003,10,8,3,1947,1955,2216,2230,B6,24,N520JB,149,155,129,-14,-8,TPA,JFK,1005,4,16,0,,0,0,0,0,0,0
2004,5,17,1,1759,1805,1906,1904,UA,1285,N378UA,127,119,112,2,-6,DFW,DEN,641,5,10,0,,0,0,0,0,0,0
1992,4,11,6,923,925,1250,1240,NW,938,NA,147,135,NA,10,-2,MEM,MIA,860,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2003,7,20,7,1144,1150,1250,1252,MQ,3601,N247MQ,66,62,37,-2,-6,DFW,LAW,140,6,23,0,,0,0,0,0,0,0
1994,7,14,4,742,742,942,948,TW,640,NA,120,126,NA,-6,0,AUS,STL,722,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1998,5,14,4,1207,1150,1325,1314,CO,660,N69311,78,84,62,11,17,CLE,LGA,418,5,11,0,NA,0,NA,NA,NA,NA,NA
1992,1,1,3,1253,1250,1848,1843,AA,1138,NA,235,233,NA,5,3,LAX,BNA,1797,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1998,8,29,6,NA,1115,NA,1225,NW,1089,N602NW,NA,70,NA,NA,NA,MSP,OMA,282,0,0,1,NA,0,NA,NA,NA,NA,NA
2005,11,6,7,1226,1230,1446,1500,UA,318,N456UA,80,90,65,-14,-4,DEN,OKC,495,4,11,0,,0,0,0,0,0,0
1998,12,25,5,1943,1455,2113,1620,TW,227,N64339,150,145,111,293,288,DCA,STL,719,29,10,0,NA,0,NA,NA,NA,NA,NA
1999,7,22,4,1435,1320,1548,1418,AA,1130,N886AA,73,58,49,90,75,MIA,MCO,193,5,19,0,NA,0,NA,NA,NA,NA,NA
2005,3,6,7,1528,1530,1746,1800,NW,490,N374NW,138,150,124,-14,-2,DTW,TPA,983,3,11,0,,0,0,0,0,0,0
1994,10,11,2,920,920,1342,1340,WN,448,NA,142,140,NA,2,0,LAS,SAT,1069,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1993,5,14,5,1830,1830,1933,1930,DL,1764,NA,63,60,NA,3,0,DCA,LGA,214,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1992,2,12,3,1115,1040,1350,1258,UA,396,NA,95,78,NA,52,35,DEN,LNK,423,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1992,6,20,6,112,110,136,132,DL,469,NA,24,22,NA,4,2,MIA,FLL,21,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2003,2,17,1,1112,1115,1234,1239,UA,1273,N919UA,82,84,69,-5,-3,SFO,SAN,447,2,11,0,NA,0,NA,NA,NA,NA,NA
1991,2,14,4,1247,1155,1448,1350,WN,661,NA,61,55,NA,58,52,MDW,DTW,229,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1990,8,17,5,816,816,1028,1040,DL,439,NA,132,144,NA,-12,0,CVG,FLL,932,NA,NA,0,NA,0,NA,NA,NA,NA,NA
1996,11,17,7,1607,1600,1723,1724,UA,675,N7281U,136,144,105,-1,7,LGA,ORD,733,4,27,0,NA,0,NA,NA,NA,NA,NA
1989,6,30,5,1121,1120,1226,1223,US,581,NA,65,63,NA,3,1,EWR,BUF,282,NA,NA,0,NA,0,NA,NA,NA,NA,NA
2000,7,6,4,1755,1800,1912,1935,CO,322,N17309,77,95,53,-23,-5,DCA,EWR,199,8,16,0,NA,0,NA,NA,NA,NA,NA
2000,4,13,4,1853,1850,1936,1933,TW,517,N957U,103,103,81,3,3,CLE,STL,487,5,17,0,NA,0,NA,NA,NA,NA,NA
